-1.122577191237695661e+04,6.996300000000000000e+04,2.077000000000000000e+03
-1.680090587597612466e+04,1.378160000000000000e+05,2.598000000000000000e+03
-1.297648632523038759e+04,7.682300000000000000e+04,2.337000000000000000e+03
-9.937489583259555729e+03,5.850500000000000000e+04,1.837000000000000000e+03
-1.309762559791663989e+04,7.484500000000000000e+04,2.369000000000000000e+03
-1.369197370144575689e+04,8.037400000000000000e+04,2.152000000000000000e+03
-1.382768921541597592e+04,9.169600000000000000e+04,2.256000000000000000e+03
-1.394493295364679216e+04,8.519300000000000000e+04,2.535000000000000000e+03
-1.581425692619662550e+04,9.353400000000000000e+04,2.718000000000000000e+03
-1.232266267925777538e+04,7.701200000000000000e+04,2.286000000000000000e+03
-1.012366154736156022e+04,5.719000000000000000e+04,1.969000000000000000e+03
-1.262941511699728289e+04,7.368700000000000000e+04,2.445000000000000000e+03
-1.259799350368558407e+04,7.114100000000000000e+04,2.313000000000000000e+03
-1.552625871684447702e+04,9.662400000000000000e+04,2.578000000000000000e+03
-1.095931908803756050e+04,6.455500000000000000e+04,2.062000000000000000e+03
-1.782747942966949631e+04,1.192140000000000000e+05,2.871000000000000000e+03
-9.838273906423166409e+03,4.977500000000000000e+04,2.145000000000000000e+03
-9.106409102518595319e+03,4.940700000000000000e+04,1.837000000000000000e+03
-1.209328148282953225e+04,7.283100000000000000e+04,2.366000000000000000e+03
-1.347090825322844285e+04,7.089000000000000000e+04,2.675000000000000000e+03
-1.290441772165105795e+04,7.017800000000000000e+04,2.398000000000000000e+03
-2.498887505101778879e+04,2.361880000000000000e+05,4.689000000000000000e+03
-8.768117368512648682e+03,4.762500000000000000e+04,1.895000000000000000e+03
-1.041902354845151785e+04,5.705800000000000000e+04,1.884000000000000000e+03
-1.221935384521589185e+04,7.090500000000000000e+04,2.509000000000000000e+03
-1.245403573574197981e+04,7.178100000000000000e+04,2.298000000000000000e+03
-8.497128686983440275e+03,4.465800000000000000e+04,1.966000000000000000e+03
-9.788086258675350109e+03,4.749500000000000000e+04,2.131000000000000000e+03
-8.776713025262070005e+03,4.098000000000000000e+04,2.010000000000000000e+03
-1.231095175270638174e+04,6.799900000000000000e+04,2.404000000000000000e+03
-8.224501490468654083e+03,4.011500000000000000e+04,2.002000000000000000e+03
-1.355322853966562980e+04,6.840200000000000000e+04,2.864000000000000000e+03
-9.159627499795822587e+03,4.961800000000000000e+04,1.883000000000000000e+03
-8.108267077727625292e+03,4.169400000000000000e+04,1.766000000000000000e+03
-1.794917655680808093e+04,9.486800000000000000e+04,3.905000000000000000e+03
-9.605624970303038936e+03,5.014000000000000000e+04,2.250000000000000000e+03
-1.033359857594837558e+04,5.358700000000000000e+04,1.912000000000000000e+03
-1.152772477008057649e+04,7.131900000000000000e+04,2.093000000000000000e+03
-1.837153215545601779e+04,1.009680000000000000e+05,3.950000000000000000e+03
-8.320668488830106071e+03,4.510300000000000000e+04,1.932000000000000000e+03
-9.972880701327108909e+03,5.157100000000000000e+04,2.086000000000000000e+03
-8.595029284899381310e+03,4.443600000000000000e+04,2.022000000000000000e+03
-7.877752084633313643e+03,4.271200000000000000e+04,1.786000000000000000e+03
-1.218442129621709500e+04,6.480600000000000000e+04,2.416000000000000000e+03
-9.307047056730227268e+03,5.255400000000000000e+04,2.070000000000000000e+03
-8.869045041973738989e+03,4.556300000000000000e+04,1.955000000000000000e+03
-7.002068694306482939e+03,3.040000000000000000e+04,1.852000000000000000e+03
-7.834659914768969429e+03,4.103300000000000000e+04,2.022000000000000000e+03
-7.121156982956598767e+03,3.247100000000000000e+04,1.838000000000000000e+03
-8.183429643288963234e+03,4.547100000000000000e+04,1.785000000000000000e+03
-8.090872764311083301e+03,3.715800000000000000e+04,1.922000000000000000e+03
-7.394623627946685701e+03,3.855900000000000000e+04,1.784000000000000000e+03
-8.762623253611101973e+03,4.383000000000000000e+04,2.031000000000000000e+03
-1.270078259439244721e+04,5.277300000000000000e+04,3.241000000000000000e+03
-7.176301144123765880e+03,3.450100000000000000e+04,1.865000000000000000e+03
-1.010171644545299205e+04,4.845300000000000000e+04,2.268000000000000000e+03
-8.869167583756825479e+03,4.146100000000000000e+04,2.304000000000000000e+03
-9.290507303147916900e+03,4.708700000000000000e+04,1.882000000000000000e+03
-8.153862788374814045e+03,4.266600000000000000e+04,1.817000000000000000e+03
-1.105606131286102209e+04,5.948100000000000000e+04,2.588000000000000000e+03
-7.113843071479373975e+03,3.299300000000000000e+04,1.974000000000000000e+03
-8.427552632120932685e+03,4.117400000000000000e+04,2.010000000000000000e+03
-6.376917190435284283e+03,2.991700000000000000e+04,1.728000000000000000e+03
-8.440362570969475200e+03,4.457500000000000000e+04,1.961000000000000000e+03
-9.145595950183365858e+03,4.644700000000000000e+04,1.969000000000000000e+03
-7.677699360870282362e+03,3.744600000000000000e+04,1.790000000000000000e+03
-9.497899762031836872e+03,4.552300000000000000e+04,2.215000000000000000e+03
-7.170634425094714061e+03,3.566800000000000000e+04,1.806000000000000000e+03
-7.128581354055374504e+03,3.172400000000000000e+04,1.867000000000000000e+03
-7.008142263575426114e+03,3.264900000000000000e+04,1.892000000000000000e+03
-7.653972661467559192e+03,3.584800000000000000e+04,1.890000000000000000e+03
-6.540139385498353477e+03,2.962000000000000000e+04,1.757000000000000000e+03
-6.269593847413034382e+03,3.351400000000000000e+04,1.694000000000000000e+03
-6.813510375458958151e+03,3.034700000000000000e+04,1.757000000000000000e+03
-7.840211769508583529e+03,3.726100000000000000e+04,1.899000000000000000e+03
-7.967436311419595768e+03,3.837800000000000000e+04,1.991000000000000000e+03
-7.803517671377643637e+03,3.417500000000000000e+04,1.978000000000000000e+03
-5.903301657689157764e+03,3.114700000000000000e+04,1.621000000000000000e+03
-7.359761824500422335e+03,3.396000000000000000e+04,1.849000000000000000e+03
-1.045414771708945773e+04,4.939400000000000000e+04,2.714000000000000000e+03
-5.394347217103548246e+03,2.208700000000000000e+04,1.780000000000000000e+03
-5.938949286796482738e+03,2.803000000000000000e+04,1.660000000000000000e+03
-6.917381205148720255e+03,3.085500000000000000e+04,1.994000000000000000e+03
-6.161840722309869307e+03,3.113500000000000000e+04,1.751000000000000000e+03
-8.021459856077081895e+03,3.563200000000000000e+04,2.105000000000000000e+03
-1.020214141026026664e+04,4.449200000000000000e+04,2.683000000000000000e+03
-6.096730966515422551e+03,2.690500000000000000e+04,1.804000000000000000e+03
-5.483540651512418663e+03,2.590000000000000000e+04,1.622000000000000000e+03
-5.416703013115818976e+03,2.707600000000000000e+04,1.659000000000000000e+03
-6.001368266406910152e+03,2.966000000000000000e+04,1.777000000000000000e+03
-7.216079101032946710e+03,4.052500000000000000e+04,1.803000000000000000e+03
-6.716412632720186593e+03,3.245600000000000000e+04,1.808000000000000000e+03
-1.049392190815952017e+04,5.924600000000000000e+04,2.489000000000000000e+03
-5.808213136845370173e+03,2.411400000000000000e+04,1.771000000000000000e+03
-6.692724591339470862e+03,3.263300000000000000e+04,1.633000000000000000e+03
-5.818745666623152829e+03,2.582900000000000000e+04,1.751000000000000000e+03
-5.561319411216140907e+03,2.622300000000000000e+04,1.709000000000000000e+03
