-1.251601208231571763e+04,7.718900000000000000e+04,2.131000000000000000e+03
-1.233010239466713756e+04,8.471900000000000000e+04,2.068000000000000000e+03
-1.185443079652058623e+04,6.219500000000000000e+04,2.231000000000000000e+03
-1.328473846206598137e+04,9.252400000000000000e+04,2.314000000000000000e+03
-1.184696915921415530e+04,6.982200000000000000e+04,2.078000000000000000e+03
-1.357411700483697678e+04,7.849200000000000000e+04,2.439000000000000000e+03
-1.306457534727758684e+04,8.020100000000000000e+04,2.228000000000000000e+03
-1.687563386112969965e+04,1.038630000000000000e+05,3.013000000000000000e+03
-1.226769819290039959e+04,9.616800000000000000e+04,2.209000000000000000e+03
-1.363382614619137712e+04,9.039000000000000000e+04,2.369000000000000000e+03
-1.562338320487528654e+04,1.113540000000000000e+05,2.470000000000000000e+03
-1.711691097093018834e+04,1.142730000000000000e+05,3.066000000000000000e+03
-1.077643707898495086e+04,6.564300000000000000e+04,2.100000000000000000e+03
-1.154469285183916872e+04,7.178300000000000000e+04,2.301000000000000000e+03
-1.245524585515494073e+04,8.170400000000000000e+04,2.082000000000000000e+03
-1.746197617876979348e+04,1.045430000000000000e+05,3.065000000000000000e+03
-1.408029872823260121e+04,7.918000000000000000e+04,2.501000000000000000e+03
-1.541936934477681643e+04,8.356200000000000000e+04,2.697000000000000000e+03
-1.177520040050428543e+04,7.372600000000000000e+04,2.030000000000000000e+03
-1.698249666702693139e+04,9.596900000000000000e+04,2.855000000000000000e+03
-1.440899086670549696e+04,9.025200000000000000e+04,2.543000000000000000e+03
-3.051283975899632424e+04,2.836540000000000000e+05,4.993000000000000000e+03
-1.033239803939811281e+04,5.807700000000000000e+04,1.872000000000000000e+03
-1.193563877883010719e+04,7.980200000000000000e+04,2.047000000000000000e+03
-1.188983699446269566e+04,6.291100000000000000e+04,2.557000000000000000e+03
-1.014356103735800389e+04,6.168400000000000000e+04,1.847000000000000000e+03
-1.294030147373529871e+04,7.764400000000000000e+04,2.512000000000000000e+03
-1.560657912339154245e+04,9.729200000000000000e+04,2.574000000000000000e+03
-1.381517337598012637e+04,8.349400000000000000e+04,2.798000000000000000e+03
-1.056717352335189935e+04,6.410500000000000000e+04,1.849000000000000000e+03
-9.805778157926484710e+03,4.959400000000000000e+04,2.196000000000000000e+03
-2.113728224238301482e+04,1.541440000000000000e+05,3.311000000000000000e+03
