-1.491443463276544026e+04,2.064890000000000000e+05,2.020000000000000000e+03,3.605817316382723948e+04
-2.320295024070690488e+04,3.819580000000000000e+05,3.231000000000000000e+03,6.435475120353452076e+04
-2.219316960510294666e+04,3.989230000000000000e+05,2.616000000000000000e+03,5.474584802551480243e+04
-1.689537385474753683e+04,2.292130000000000000e+05,2.251000000000000000e+03,3.955386927373766230e+04
-2.152468642780332812e+04,3.847230000000000000e+05,2.377000000000000000e+03,5.128743213901666604e+04
-1.873558983464357152e+04,3.117530000000000000e+05,2.290000000000000000e+03,4.481994917321788671e+04
-2.107040464999549658e+04,3.191110000000000000e+05,2.706000000000000000e+03,5.035302324997735559e+04
-2.081866723331645335e+04,3.638110000000000000e+05,3.274000000000000000e+03,5.622733616658231040e+04
-1.493599157279239080e+04,1.833290000000000000e+05,2.262000000000000000e+03,3.413495786396197946e+04
-1.200885432137938005e+04,1.884200000000000000e+05,2.013000000000000000e+03,3.082427160689692391e+04
-2.217228741924550559e+04,4.028600000000000000e+05,2.487000000000000000e+03,5.270643709622747701e+04
-1.283649580067477473e+04,1.798600000000000000e+05,1.958000000000000000e+03,2.946347900337387182e+04
-1.929722069518934222e+04,2.770930000000000000e+05,2.606000000000000000e+03,4.799510347594680206e+04
-1.920402758944685411e+04,3.320860000000000000e+05,2.326000000000000000e+03,4.338113794723431056e+04
-1.336094913364700551e+04,1.702880000000000000e+05,2.190000000000000000e+03,3.342974566823503119e+04
-3.198777722986918889e+04,6.098900000000000000e+05,3.943000000000000000e+03,7.894188614934589714e+04
-1.460839785456687241e+04,2.172650000000000000e+05,2.410000000000000000e+03,3.689998927283435478e+04
-1.182613930644078027e+04,1.404800000000000000e+05,1.979000000000000000e+03,2.835569653220391046e+04
-1.357252909841171277e+04,1.678680000000000000e+05,2.132000000000000000e+03,3.336064549205854564e+04
-1.443721416055550435e+04,1.821950000000000000e+05,2.116000000000000000e+03,3.309707080277754721e+04
-2.312985812952855485e+04,4.552370000000000000e+05,3.170000000000000000e+03,6.110829064764279610e+04
-3.180083664355730070e+04,8.194690000000000000e+05,3.536000000000000000e+03,8.315318321778648533e+04
-1.639692456741563728e+04,2.349010000000000000e+05,2.085000000000000000e+03,3.787162283707822644e+04
-1.829104353954533872e+04,2.744730000000000000e+05,2.536000000000000000e+03,4.608321769772675907e+04
-1.856026204713161860e+04,3.182730000000000000e+05,2.366000000000000000e+03,4.562431023565800569e+04
-1.510416551292374970e+04,2.178350000000000000e+05,2.259000000000000000e+03,3.758582756461874669e+04
-1.727367289469390744e+04,2.360180000000000000e+05,2.127000000000000000e+03,3.829436447346954810e+04
-1.907371411644429463e+04,2.580460000000000000e+05,2.699000000000000000e+03,4.833557058222152409e+04
-1.381016489932102741e+04,1.565280000000000000e+05,2.138000000000000000e+03,3.137482449660515340e+04
-1.767948523073354954e+04,2.411800000000000000e+05,2.559000000000000000e+03,4.504342615366783139e+04
-1.492280561204771038e+04,1.725830000000000000e+05,2.529000000000000000e+03,3.846602806023854646e+04
-1.242977534172357446e+04,1.580610000000000000e+05,1.833000000000000000e+03,2.781687670861788501e+04
-1.688217520596159375e+04,2.389750000000000000e+05,2.238000000000000000e+03,3.951387602980795782e+04
-1.956531694546849394e+04,3.604260000000000000e+05,2.261000000000000000e+03,4.262458472734243696e+04
-3.915643390797024040e+04,8.869600000000000000e+05,3.615000000000000000e+03,9.696516953985106375e+04
-1.711213393796794116e+04,2.065670000000000000e+05,2.825000000000000000e+03,4.340366968983977858e+04
-1.886109733129522283e+04,2.796700000000000000e+05,2.628000000000000000e+03,4.527848665647605958e+04
-1.271622536518797278e+04,1.322060000000000000e+05,2.084000000000000000e+03,3.069212682593987483e+04
-2.523232448370225757e+04,3.694000000000000000e+05,3.947000000000000000e+03,6.872162241851122235e+04
-1.334797189944923593e+04,1.714220000000000000e+05,1.993000000000000000e+03,2.951885949724620514e+04
-1.682119701954276024e+04,2.468750000000000000e+05,2.229000000000000000e+03,3.908198509771379759e+04
-1.729202814304118147e+04,2.797160000000000000e+05,2.658000000000000000e+03,4.604914071520593279e+04
-9.486314047288220536e+03,1.002200000000000000e+05,1.729000000000000000e+03,2.080057023644110086e+04
-1.258147966089182046e+04,1.552200000000000000e+05,2.230000000000000000e+03,3.266139830445907864e+04
-1.324069835951101231e+04,1.599770000000000000e+05,2.164000000000000000e+03,3.369149179755507794e+04
-1.186486657390139408e+04,1.356370000000000000e+05,1.998000000000000000e+03,2.707133286950706315e+04
-1.556960313274106193e+04,1.933980000000000000e+05,2.517000000000000000e+03,4.205001566370532964e+04
-1.546156418661131647e+04,2.250980000000000000e+05,2.410000000000000000e+03,4.094682093305659509e+04
-1.585357715932912106e+04,2.124210000000000000e+05,2.465000000000000000e+03,4.018588579664566350e+04
-1.208363653481148140e+04,1.352940000000000000e+05,2.083000000000000000e+03,3.007918267405735241e+04
-8.150518146461830838e+03,8.887400000000000000e+04,1.666000000000000000e+03,1.713859073230917056e+04
-1.164534526798388652e+04,1.206530000000000000e+05,2.090000000000000000e+03,2.935372633991941984e+04
-1.235049446319542403e+04,1.401330000000000000e+05,2.145000000000000000e+03,3.100947231597712380e+04
-1.673442172517612926e+04,1.867530000000000000e+05,3.463000000000000000e+03,4.996710862588063173e+04
-1.178484005979357971e+04,1.340830000000000000e+05,1.957000000000000000e+03,2.728320029896793494e+04
-1.955576129252191458e+04,3.208150000000000000e+05,2.651000000000000000e+03,4.881580646260956564e+04
-1.530331380138225722e+04,1.915670000000000000e+05,2.610000000000000000e+03,4.176456900691125338e+04
-1.218653568732633175e+04,1.589990000000000000e+05,2.049000000000000000e+03,2.773567843663160966e+04
-1.384954242711641564e+04,1.597720000000000000e+05,2.654000000000000000e+03,3.879471213558199088e+04
-1.887675765235774452e+04,2.677130000000000000e+05,3.328000000000000000e+03,5.389078826178878080e+04
-1.106280547305039545e+04,1.160450000000000000e+05,2.089000000000000000e+03,2.775402736525195724e+04
-1.394043154913316357e+04,1.660730000000000000e+05,2.427000000000000000e+03,3.594215774566583423e+04
-1.365308669277105764e+04,1.710610000000000000e+05,1.959000000000000000e+03,3.074243346385531913e+04
-1.222369823874178655e+04,1.313270000000000000e+05,2.028000000000000000e+03,2.863849119370897097e+04
-1.085597756746719824e+04,1.112610000000000000e+05,1.853000000000000000e+03,2.566688783733602395e+04
-9.731651547834886514e+03,9.479100000000000000e+04,1.878000000000000000e+03,2.307025773917444894e+04
-1.101988606079663077e+04,1.188640000000000000e+05,2.001000000000000000e+03,2.755843030398312112e+04
-9.322480837826131392e+03,1.023040000000000000e+05,1.755000000000000000e+03,2.193140418913064786e+04
-1.819367925975804610e+04,2.581150000000000000e+05,3.002000000000000000e+03,4.992239629879024142e+04
-9.946743521864424110e+03,1.037860000000000000e+05,1.648000000000000000e+03,2.096171760932216057e+04
-1.064593845286449323e+04,1.128800000000000000e+05,2.017000000000000000e+03,2.573869226432251889e+04
-8.389293526297718927e+03,7.685800000000000000e+04,1.677000000000000000e+03,1.730646763148862010e+04
